Name,Manufacturer,Actual Price,Discounted Price
BIOTA P Capsule 10's,* Mkt: Genesis Biotech Inc * Delivery charges if applicable will be applied at checkout,120,120
Briogut Syrup 30ml,* Mkt: Brio Bliss Life Science Pvt Ltd * Delivery charges if applicable will be applied at checkout,99,99
BIFILAC CLAUSI Suspension 5ml,* Mkt: Tablets India Ltd * Delivery charges if applicable will be applied at checkout,42,42
BIGLAC Capsule 10's,* Mkt: Foregen Healthcare Ltd * Delivery charges if applicable will be applied at checkout,131.5,131.5
BISTLA FORTE Capsule 10's,* Mkt: Oxygen Pharma * Delivery charges if applicable will be applied at checkout,989,989
Fembio Capsule 10'S,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,594,594
FLORA ZN ORANGE FLAVOUR Sachet 1gm,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,19.8,19.8
FLORACHAMP ORANGE FLAVOURED Sachet 5gm,* Mkt: Abbott India Ltd * Delivery charges if applicable will be applied at checkout,60,60
Floreva Capsule 10'S,* Mkt: Sundyota Numandis Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,356,356
FLORILL Sachet 1gm,* Mkt: Alde Medi Impex Ltd * Delivery charges if applicable will be applied at checkout,32.67,32.67
Floristore Capsule 10'S,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,200,200
FLORITA Capsule 10's,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,345,293.25
FLORITA LL Capsule 10's,* Mkt: Sun Pharma Laboratories Ltd * Delivery charges if applicable will be applied at checkout,455,386.75
Florobact Capsule 10'S,* Mkt: Icarus Health Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,115,115
FULFLORA 100 MG Capsule 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,165,165
BOLARDI ORANGE FLAVOUR Sachet 1gm,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,39.9,39.9
BBID Syrup 200ml,* Mkt: Konverge Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,90,90
Bestozyme Drops 15ml,* Mkt: Biological E Ltd * Delivery charges if applicable will be applied at checkout,75.55,75.55
Bestozyme Syrup 200ml,* Mkt: Biological E Ltd * Delivery charges if applicable will be applied at checkout,119.4,119.4
Bestozyme Capsule 15'S,* Mkt: Biological E Ltd * Delivery charges if applicable will be applied at checkout,57.62,57.62
Bestozyme Paediatric Syrup 60ml,* Mkt: Biological E Ltd * Delivery charges if applicable will be applied at checkout,89.46,89.46
BIOTS M Capsule 15's,* Mkt: RADHE MEDTECH PVT LTD * Delivery charges if applicable will be applied at checkout,320,320
BISMOZYME Oral Solution 450ml,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,160,160
BYZYME Capsule 15's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,112.3,112.3
BYZYME Syrup 200ml,* Mkt: Cadila Healthcare Ltd (Zydus) (Generics) * Delivery charges if applicable will be applied at checkout,171.95,120.37
BYZYME PINEAPPLE FLAVOUR Syrup 100ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,79.55,79.55
BYZYME CARDAMOM FLAVOUR Drops 15ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,42.4,42.4
FLATUNA Drops 30ml,* Mkt: Meridian Enterprises Pvt Ltd * Delivery charges if applicable will be applied at checkout,98,98
BEPOCHEK Eye Drops 5ml,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,215,215
BOXYME 0.5% Eye Drops 10ml,* Mkt: KAINOSIS PHARMACEUTICALS * Delivery charges if applicable will be applied at checkout,122.86,122.86
BOXYME 1% Eye Drops 10ml,* Mkt: KAINOSIS PHARMACEUTICALS * Delivery charges if applicable will be applied at checkout,145,145
BRITE Eye Drops 10ml,* Mkt: Pharmtak Ophtalmics India Pvt Ltd * Delivery charges if applicable will be applied at checkout,165,165
BIOTEARS Eye Drops 10ml,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,465,465
Flogel Eye Drops 10ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,185.69,185.69
Flogel Ultra Eye Drops 10ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,439.23,439.23
FOMIRA Eye Drops 10ml,* Mkt: Zivira Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,432,432
FOUG Eye Drops 10ml,* Mkt: Pharmtak Ophtalmics India Pvt Ltd * Delivery charges if applicable will be applied at checkout,240,240
FLOGEL HA Eye Drops 10ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,400,400
FLOGEL HYDRA Eye Drops 10ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,399.3,399.3
FLUFEN Eye Drops 5ml,* Mkt: Essential Pharmaceuticals * Delivery charges if applicable will be applied at checkout,100,100
FRENIX Eye Gel 5ml,* Mkt: Phoenix Pharmaceuticals * Delivery charges if applicable will be applied at checkout,80,80
BARRIER Cream 50gm,* Mkt: PRAISE PHARMA * Delivery charges if applicable will be applied at checkout,120,120
BARRIER Ointment 50gm,* Mkt: PRAISE PHARMA * Delivery charges if applicable will be applied at checkout,150,150
BELLISSA LITE Cream 20gm,* Mkt: Bellissa Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,475,475
BELLISSA MOISTURISING Lotion 100gm,* Mkt: Bellissa Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,299,299
BENERIA Gel 30gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,991,991
BIOCOLLAZ 9 MOISTURISING Cream 40gm,* Mkt: Bion Therapeutics (I) Pvt Ltd * Delivery charges if applicable will be applied at checkout,195,195
BIOCUTIS Soap 100gm,* Mkt: Syscutis Healthcare * Delivery charges if applicable will be applied at checkout,140,140
Biocutis Cream 100gm,* Mkt: Syscutis Healthcare * Delivery charges if applicable will be applied at checkout,275,275
BIOSILK DAILY MOISTURISING Lotion 150ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,578,578
BIOSILK DAILY MOISTURISING Lotion 300ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,999,999
BIOWRIGHT Soap 75gm,* Mkt: Biomedica Life Science * Delivery charges if applicable will be applied at checkout,121,121
Bleminor Cream 30ml,* Mkt: Himalaya Drug Company * Delivery charges if applicable will be applied at checkout,190,190
BLUE CALAMINE Lotion 100ml,* Mkt: BOOTS LIFESCIENCES LIMITED * Delivery charges if applicable will be applied at checkout,124,124
BOHO MOISTURISER Lotion 100ml,* Mkt: KAINOSIS PHARMACEUTICALS * Delivery charges if applicable will be applied at checkout,350,350
Botanica 3D Serum 30ml,* Mkt: Dabur India Ltd * Delivery charges if applicable will be applied at checkout,600,540
BRILANTE INTENSE BRIGHTENING Serum 30ml,* Mkt: Regaliz Medicare Ltd * Delivery charges if applicable will be applied at checkout,600,449
BRILANTE INTENSE BRIGHTENING Serum 50ml,* Mkt: Regaliz Medicare Ltd * Delivery charges if applicable will be applied at checkout,600,689
BRITE WITE Cream 30gm,* Mkt: Wallace Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,599,599
BIOSILK MOISTURIZING Cream 100gm,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,436,436
BUTTERMAX BODY BUTTER Cream 150gm,* Mkt: Ethicare Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,549,549
Facemed Gel 15gm,* Mkt: UBIK SOLUTIONS PVT LTD * Delivery charges if applicable will be applied at checkout,499,499
Fair Eye Advanced Dark Circle Care Cream 15gm,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,899,899
FAIR INSTA SKIN LIGHTENING Cream 20gm,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,450,450
Fairlite Cream 20gm,* Mkt: Palsons Derma Pvt Ltd * Delivery charges if applicable will be applied at checkout,499,499
FAIRSHIELD Soap 100gm,* Mkt: Inex Medicaments Pvt Ltd * Delivery charges if applicable will be applied at checkout,318,318
FASH X GEL Face Wash 100gm,* Mkt: Curatio Health Care (I) Pvt Ltd * Delivery charges if applicable will be applied at checkout,300,300
FASH X NEW Gel 200ml,* Mkt: Curatio Health Care (I) Pvt Ltd * Delivery charges if applicable will be applied at checkout,475,475
Foot Guard Ointment 25gm,* Mkt: Torque Pharmaceuticals Pvt Ltd (Generics) * Delivery charges if applicable will be applied at checkout,89,62.3
FOOT MARK Cream 15gm,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,85,59.5
Footlin Cream 50gm,* Mkt: Lincoln Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,160.9,160.9
Footsave Cream 30gm,* Mkt: Anthem Bio Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,165,165
FOOTSAVE PLUS Cream 50gm,* Mkt: Anthem Bio Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,165,165
FORISTAL ANTI ITCH Lotion 100ml,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,396.5,396.5
FORMOIST Cream 100gm,* Mkt: Anhox Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,205,205
FORTISIL SPF 50+ PA+++ TINTED Sunscreen 50gm,* Mkt: Adroit Biomed Ltd * Delivery charges if applicable will be applied at checkout,980,980
FACCIA S Face Wash 100ml,* Mkt: SKINSKA PHARMACEUTICA PVT LTD * Delivery charges if applicable will be applied at checkout,339,339
FOOTMARK D Cream 30g,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,135,94.5
FYTOCERA SKIN Moiturizing Cream 50gm,* Mkt: Ethicare Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,699,699
BINGO Ear Drops 5ml,* Mkt: NEXTGEN HEALTH CARE * Delivery charges if applicable will be applied at checkout,52,52
BINGO BG Ear Drops 5ml,* Mkt: NEXTGEN HEALTH CARE * Delivery charges if applicable will be applied at checkout,69,69
BINGO WAX Ear Drops 10ml,* Mkt: NEXTGEN HEALTH CARE * Delivery charges if applicable will be applied at checkout,82,82
Biomycetin Ear Drops 5ml,* Mkt: Juggat Pharma * Delivery charges if applicable will be applied at checkout,48.9,48.9
FOROTO EAR Drops 5ml,* Mkt: West Coast Pharmaceutical Works Ltd * Delivery charges if applicable will be applied at checkout,65,65
B Floren Eye Drop 5ml,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,292,292
BACTIQUINE Eye/Ear Drops 5ml,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,12.75,12.75
BELL MFC DM Eye Drops 10ml,* Mkt: Bell Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,37.29,37.29
BELL OFC Eye/ear drops 5ml,* Mkt: Bell Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.5,63.34
Besix Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,237,237
BETA N Eye/Ear Drops 5ml,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,18,18
Betnesol N Eye/Ear Drops 5ml,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,20,20
BIOBID Eye Drops 10ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,18.69,18.69
BIOCIP D Eye/Ear Drops 10ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,13.8,13.8
BTCURE Eye Drops 5ml,* Mkt: Valiant Healthcare Ltd * Delivery charges if applicable will be applied at checkout,175,175
BIGFLUR G Eye Drops 5ml,* Mkt: Doctor Wonder (P) Limited * Delivery charges if applicable will be applied at checkout,99,99
BROMSIGHT Ophthalmic Solution 5ml,* Mkt: Insight Eye Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,110,110
F G PLUS Eye Drops 5ml,* Mkt: Medista Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,98,98
FESTIVE Eye/Ear Drops 10ml,* Mkt: Laborate Pharmaceuticals India Ltd * Delivery charges if applicable will be applied at checkout,24.5,47.5
FLAN Eye Ointment 5gm,* Mkt: Pharmtak Ophtalmics India Pvt Ltd * Delivery charges if applicable will be applied at checkout,30,30
FLI Eye Drops 5ml,* Mkt: Senses Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,120,120
Floace T Eye Drops 5ml,* Mkt: Sentiss Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,167,167
FLOACE Ophthalmic Suspension 5ml,* Mkt: Sentiss Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,143,143
FLOMO Eye Ointment 5gm,* Mkt: CHETHANA MEDICAMENTS PVT LTD * Delivery charges if applicable will be applied at checkout,68,68
FLOXAVAC Eye/Ear Drops 10ml,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,40.2,28.14
FLOXITRU Eye Drops 5ml,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,188.34,90.75
FLOXITRU P Eye Drops 5ml,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,75,74.8
FLUBICHLOR Eye Drops 5ml,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,100.5,100.5
FLUBIGAT EYE DROPS 5ML,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,122,122
FLUCOZOX 0.3% Ophthalmic Solution 5ml,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,69.5,69.5
FLUROM Eye Drops 5ml,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,150,150
FML Liquifilm Eye Drops 5ml,* Mkt: Allergan India Pvt Ltd * Delivery charges if applicable will be applied at checkout,167.92,167.92
FROMELON T Eye Drops 5ml,* Mkt: Raymed Pharmaceuticals Limited * Delivery charges if applicable will be applied at checkout,108.9,108.9
FLUBIREST Ophthalmic Solution 10ml,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,74.5,74.5
FLUBIREST PLUS Ophthalmic Solution 5ml,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,89.5,89.5
FLUCOZEST Ophthalmic Solution 5ml,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,69.5,69.5
FLUROACE Eye Drops 5ml,* Mkt: Doctor Wonder (P) Limited * Delivery charges if applicable will be applied at checkout,156,156
FLUROSITE 0.1 % Eye Drops 5ml,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,105,105
FLUSOLONE T Eye Drops 5ml,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,130,130
FOXIN Eye Drops 5ml,* Mkt: Essential Pharmaceuticals * Delivery charges if applicable will be applied at checkout,50,50
FOXIN DX Eye Drops 5ml,* Mkt: Essential Pharmaceuticals * Delivery charges if applicable will be applied at checkout,60,60
Babygesic 125mg Suspension 60ml,* Mkt: MEYER ORGANICS PVT LTD * Delivery charges if applicable will be applied at checkout,22.17,22.17
Babygesic 250mg Oral Suspension 60ml,* Mkt: MEYER ORGANICS PVT LTD * Delivery charges if applicable will be applied at checkout,40.32,40.32
Babygesic New Pack Orange Flavour Drops 15ml,* Mkt: MEYER ORGANICS PVT LTD * Delivery charges if applicable will be applied at checkout,24.76,24.76
BINGO PLUS Tablet 10's,* Mkt: NEXTGEN HEALTH CARE * Delivery charges if applicable will be applied at checkout,62,62
BIOCETAMOL 100mg Oral Drops 15ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,30.07,30.07
Biocetamol 150mg Injection 2ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,7.78,7.78
BIOCETAMOL 650 Tablet 15's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,27.47,27.47
BIOCETAMOL Infusion 100ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,359.35,359.35
BIOCETAMOL DS Syrup 60ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
BIOCETAMOL STRAWBERRY FLAVOUR 125 Oral Suspension 60ml,* Mkt: German Remedies Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,22.18,22.18
Biopyrin 650mg Tablet 15'S,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,19.94,29.9
Biopyrin 250mg Suspension 60ml,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,40.32,40.32
FEBIMOL 650 Tablet 10's,* Mkt: MEDIMARK BIOTECH * Delivery charges if applicable will be applied at checkout,19.94,19.94
Febrex 250mg Suspension 60ml,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
Febrex 500mg Tablet 15'S,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,11.09,13.44
Febrex 650mg Tablet 10'S,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,19.94,22.4
Febrex 125mg Suspension 60ml,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,22.18,22.18
FEBRINIL 650mg Tablet 10's,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,19.94,19.45
FEBRINIL Injection 21ml,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,82.09,82.09
FEBRINIL Injection 3ml,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,12.14,12.14
Febrinil 125mg Suspension 60ml,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,22.18,25.31
FEBRINIL 650 Tablet 15's,* Mkt: Svizera Health care * Delivery charges if applicable will be applied at checkout,29.9,29.9
FEBRINIL Drops 30ml,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,55.61,55.61
FEBRINIL Strawberry Flavour 250 Suspension 60ml,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,45.02,45.02
FELOK 650MG TABLET 15'S,* Mkt: Aurz Pharmaceutical Pvt Ltd * Delivery charges if applicable will be applied at checkout,29.9,29.9
Felok Suspension 60ml,* Mkt: Aurz Pharmaceutical Pvt Ltd * Delivery charges if applicable will be applied at checkout,37.5,37.5
Fenace 100mg Infusion 100ml,* Mkt: Invision Medi Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,250,250
FEPADOL 125mg Oral Suspension 60ml,* Mkt: UNIVENTIS MEDICARE LTD * Delivery charges if applicable will be applied at checkout,21.5,21.5
FEPADOL 250mg Oral Suspension 60ml,* Mkt: UNIVENTIS MEDICARE LTD * Delivery charges if applicable will be applied at checkout,38.3,38.3
FEPADOL 500mg Tablet 10's,* Mkt: UNIVENTIS MEDICARE LTD * Delivery charges if applicable will be applied at checkout,8.96,8.96
Fepanil Banana Flavour 120 Oral Suspension 60ml,* Mkt: Veritaz Healthcare Ltd * Delivery charges if applicable will be applied at checkout,36.29,36.29
Fepanil 100mg Banana Flavour Oral Drops 15ml,* Mkt: Veritaz Healthcare Ltd * Delivery charges if applicable will be applied at checkout,30.07,30.07
Fepanil 250 Banana Flavour Suspension 60ml,* Mkt: Veritaz Healthcare Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
Fepanil 500mg Tablet 15'S,* Mkt: Veritaz Healthcare Ltd * Delivery charges if applicable will be applied at checkout,11.09,13.44
Fepanil 650mg Tablet 15'S,* Mkt: Veritaz Healthcare Ltd * Delivery charges if applicable will be applied at checkout,19.94,29.9
Fepanil 125mg Suspension 60ml,* Mkt: Citadel Fine Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,19.92,19.92
FEPANIL 500 BANANA FLAVOUR Suspension 60ml,* Mkt: Veritaz Healthcare Ltd * Delivery charges if applicable will be applied at checkout,47.15,47.15
Fevago 100mg Peppermint Flavour Drops 15ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,30.07,30.07
Fevago DS Peppermint & Strawberry Flavour Suspension 60ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
FEVANEX 125 STRAWBERRY FLAVOUR Oral Suspension 60ml,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,22.18,22.18
FEVANEX 250 STRAWBERRY AND VANNILA FLAVOUR Oral Suspension 60ml,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
FEVANEX MR 650 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,22.4,22.4
FEVANEX RAPID 650 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,19.94,18.76
FEVANEX MR 1000 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,50,40.7
Fevastin Injection 2ml,* Mkt: Tablets India Ltd * Delivery charges if applicable will be applied at checkout,16.3,16.3
FEVASTIN Infusion 100ml,* Mkt: Tablets India Ltd * Delivery charges if applicable will be applied at checkout,298,298
FEVERYL 150 Injection 2ml,* Mkt: Mercury Laboratories Ltd * Delivery charges if applicable will be applied at checkout,7.24,7.24
FEVERYL 150mg Oral drops 15ml,* Mkt: Mercury Laboratories Ltd * Delivery charges if applicable will be applied at checkout,41,41
FEVERYL 250mg Oral suspension 60ml,* Mkt: Mercury Laboratories Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
Fevridol 1gm IV Infusion 100ml,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,408,436.1
FEXENO STRAWBERRY FLAVOUR Suspension 60ml,* Mkt: Narankaa Pharma * Delivery charges if applicable will be applied at checkout,40.32,40.32
Fibromet Suspension 60ml,* Mkt: Colinz Laboratories Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
Fibromet Syrup 60ml,* Mkt: Colinz Laboratories Ltd * Delivery charges if applicable will be applied at checkout,22.18,22.18
Finamac 1000mg Infusion 100ml,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,408,397
FLAGAPAR Infusion 100ml,* Mkt: Flagship Biotech International * Delivery charges if applicable will be applied at checkout,517,517
FRUTIMOL Suspension 60ml,* Mkt: Race Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,40.32,40.32
FEBRINIL L Injection 3ml,* Mkt: Maneesh Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,20.35,20.35
FEVAGO 120MG STRAWBERRY & VANILA FLAVOUR Suspension 60ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,36.29,36.29
FEVANEX IV 1000mg Injection 1's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,363,363
BACTOLINK 2% Ointment 5gm,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,115,136.5
BDLULI Cream 50gm,* Mkt: BDR Pharmaceuticals International Pvt Ltd * Delivery charges if applicable will be applied at checkout,239,410
BECZOL Cream 15gm,* Mkt: Nanz Med Science Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,60,60
BINSTAL 250 Tablet 10's,* Mkt: STALLION LABORATORIES PVT LTD * Delivery charges if applicable will be applied at checkout,160,150
BIO LIZOL Cream 30gm,* Mkt: Bios Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,239,144
F Next Dusting Powder 75gm,* Mkt: Ethinext Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,175,175
FAZOL 150MG TABLET 1'S,* Mkt: West Coast Pharmaceutical Works Ltd * Delivery charges if applicable will be applied at checkout,12.05,12.05
FENTI 600 Capsule 1's,* Mkt: Lincoln Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,188.7,188.7
FENTIDERM Cream 30gm,* Mkt: Canixa Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,250,250
FENTIGLIV 600 Capsule 1's,* Mkt: La Renon Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,174,174
FENTIGLIV Cream 30gm,* Mkt: La Renon Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,240,240
Fentin Capsule 1'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,185,185
FENTISPOR Vaginal Capsule 1's,* Mkt: Klm Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,150,150
FENZA VAGINAL 600mg Capsule 2's,* Mkt: INTEGRACE PVT LTD * Delivery charges if applicable will be applied at checkout,410,410
Finlin 250mg Tablet 7'S,* Mkt: Lincoln Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,160,155.2
Fintrix 500mg Tablet 7'S,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,225,158
FIXTRAL SB Capsule 7's,* Mkt: Dr. Reddy's Laboratories Ltd * Delivery charges if applicable will be applied at checkout,106.57,125.5
FLUBIT Tablet 1's,* Mkt: Cubit Healthcare * Delivery charges if applicable will be applied at checkout,12.05,12.05
FLUCOS 150 Tablet 6's,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,12.05,72.31
FLUCOS 200 Tablet 6's,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,46.73,104.63
Flucos 0.5%W/W Gel 15gm,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,104.39,104.39
Flucos Dusting Powder 100gm,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,154.62,154.62
Flucos Lotion 60ml,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,224.9,224.9
Flucos DT 50mg Tablet 4'S,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,43.24,43.24
Flucos Itz 100mg Capsule 10'S,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,106.57,120.94
Flucos Itz 200mg Capsule 10'S,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,222.33,199
FLUCOSYN 150 Tablet 1's,* Mkt: Albatross Pharmaceuticals * Delivery charges if applicable will be applied at checkout,12.05,12.05
FLUCOZOX 150 Capsule 1's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,23.05,23.06
FLUCOZOX 0.5% Gel 15gm,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,85,85
FLUFUNG 150 Tablet 3's,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,12.05,36.15
